ISBN,Title,Author,Format,Gross Qty,Returned Qty,Net Qty,Net Compensation,Sales Market
9781608889372,Japanese battleship Yamato,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,3,0,3,1.92,US (Agency)
9781608889372,Japanese battleship Yamato,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,4,0,4,1.54,US
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,1,0,1,1.44,AU
9781608889389,German battleship Bismarck,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,2,0,2,1.28,US (Agency)
9781608889372,Japanese battleship Yamato,Jellicoe AI,Ebook,2,0,2,0.78,US
9781608889358,HMS Prince of Wales,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,2,0,2,0.76,US
9781608889358,HMS Prince of Wales,Jellicoe AI,Ebook,1,0,1,0.64,UK
9781608889372,Japanese battleship Yamato,Jellicoe AI,Ebook,1,0,1,0.64,UK
9781608889341,Italian battleship Roma,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,1,0,1,0.64,US (Agency)
9781608889358,HMS Prince of Wales,Jellicoe AI,Ebook,1,0,1,0.46,US
9781608880881,Spacepower: Doctrine for Space Forces,United States Space Force,Hardcover,0,0,0,-1.32,
